                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    468,                0.51974,                0.26989,                0.82498,                0.78209,                0.60525,                0.68035,                0.42932,                   1.34,                 1.4668,                  1.534,              0.0007732,              0.0007732,              0.0007732
                    469,                0.51196,                0.26609,                0.82532,                0.78548,                0.60498,                 0.6803,                0.42867,                 1.3402,                  1.469,                 1.5346,              0.0007534,              0.0007534,              0.0007534
                    470,                0.51001,                0.26485,                0.82662,                0.78419,                0.60543,                0.68046,                0.42915,                 1.3403,                 1.4714,                 1.5353,              0.0007336,              0.0007336,              0.0007336
                    471,                0.51278,                0.26609,                0.82431,                0.77907,                0.60557,                0.67995,                0.42931,                   1.34,                 1.4727,                 1.5351,              0.0007138,              0.0007138,              0.0007138
                    472,                0.51472,                0.26709,                 0.8253,                0.78202,                0.60459,                0.67987,                0.42974,                   1.34,                 1.4726,                 1.5358,               0.000694,               0.000694,               0.000694
                    473,                0.51832,                 0.2689,                0.82611,                0.78167,                0.60488,                 0.6801,                0.42987,                 1.3401,                  1.472,                  1.536,              0.0006742,              0.0006742,              0.0006742
                    474,                0.51333,                0.26543,                0.82376,                0.77915,                0.60469,                0.67884,                0.42966,                 1.3405,                 1.4743,                 1.5367,              0.0006544,              0.0006544,              0.0006544
                    475,                0.51241,                0.26439,                0.82196,                0.77921,                0.60492,                0.67958,                0.42972,                  1.341,                 1.4747,                 1.5377,              0.0006346,              0.0006346,              0.0006346
                    476,                0.50947,                0.26621,                0.82506,                0.77939,                0.60504,                0.68017,                0.42972,                 1.3408,                  1.474,                 1.5377,              0.0006148,              0.0006148,              0.0006148
                    477,                0.50169,                0.26162,                0.82275,                0.78039,                0.60327,                0.68057,                0.43003,                 1.3408,                 1.4761,                 1.5382,               0.000595,               0.000595,               0.000595
                    478,                0.51183,                0.26575,                0.82289,                0.78076,                0.60284,                0.67973,                   0.43,                 1.3411,                 1.4764,                 1.5383,              0.0005752,              0.0005752,              0.0005752
                    479,                0.51148,                0.26561,                0.82358,                0.78251,                0.60264,                0.67971,                0.43026,                  1.341,                  1.479,                 1.5386,              0.0005554,              0.0005554,              0.0005554
                    480,                0.50893,                0.26559,                0.82303,                 0.7832,                0.60138,                0.67948,                   0.43,                 1.3413,                 1.4792,                 1.5392,              0.0005356,              0.0005356,              0.0005356
                    481,                0.50229,                0.26102,                0.82203,                0.78471,                0.60164,                0.67993,                0.43028,                 1.3411,                 1.4785,                 1.5394,              0.0005158,              0.0005158,              0.0005158
                    482,                0.50458,                0.26286,                0.82404,                0.78406,                0.60145,                0.67946,                0.43001,                 1.3413,                 1.4801,                   1.54,               0.000496,               0.000496,               0.000496
                    483,                0.49603,                0.25879,                0.82158,                 0.7884,                0.60034,                0.67917,                0.42992,                 1.3412,                 1.4823,                 1.5403,              0.0004762,              0.0004762,              0.0004762
                    484,                0.49817,                0.26059,                0.82233,                0.78854,                 0.5989,                0.67919,                 0.4305,                 1.3413,                  1.483,                 1.5406,              0.0004564,              0.0004564,              0.0004564
                    485,                0.49809,                0.26065,                 0.8217,                0.78708,                0.60009,                0.67922,                0.43037,                 1.3414,                 1.4833,                 1.5407,              0.0004366,              0.0004366,              0.0004366
                    486,                0.49758,                0.26034,                0.82138,                0.78599,                0.59927,                 0.6789,                 0.4299,                 1.3409,                 1.4836,                 1.5405,              0.0004168,              0.0004168,              0.0004168
                    487,                 0.5004,                0.26045,                0.82141,                0.78531,                0.59956,                0.67912,                0.43014,                  1.341,                 1.4836,                 1.5413,               0.000397,               0.000397,               0.000397
                    488,                0.49786,                0.26094,                0.82102,                0.78605,                0.59908,                0.67891,                0.43043,                 1.3408,                 1.4836,                 1.5413,              0.0003772,              0.0003772,              0.0003772
                    489,                0.49817,                0.25897,                0.82234,                0.78701,                0.59909,                0.67924,                0.43055,                 1.3408,                 1.4833,                 1.5416,              0.0003574,              0.0003574,              0.0003574
                    490,                0.49328,                0.25714,                0.82175,                0.78579,                0.59948,                0.67871,                0.43048,                 1.3407,                 1.4838,                 1.5421,              0.0003376,              0.0003376,              0.0003376
                    491,                0.53482,                 0.2552,                0.83314,                0.78552,                0.59792,                0.67858,                0.43063,                 1.3408,                  1.484,                 1.5425,              0.0003178,              0.0003178,              0.0003178
                    492,                0.51567,                 0.2466,                0.82867,                0.78552,                0.59881,                0.67892,                0.43082,                 1.3407,                  1.485,                 1.5428,               0.000298,               0.000298,               0.000298
                    493,                0.51027,                0.24456,                0.82814,                 0.7844,                0.59802,                 0.6789,                0.43051,                 1.3411,                 1.4863,                 1.5433,              0.0002782,              0.0002782,              0.0002782
                    494,                0.50866,                0.24607,                0.82777,                0.78362,                0.59701,                0.67815,                0.43036,                 1.3413,                 1.4851,                 1.5434,              0.0002584,              0.0002584,              0.0002584
                    495,                0.50489,                  0.242,                0.82541,                0.78325,                0.59773,                0.67795,                0.43027,                 1.3419,                 1.4874,                 1.5446,              0.0002386,              0.0002386,              0.0002386
                    496,                0.50532,                0.24416,                0.82792,                0.78531,                0.59809,                0.67799,                0.43026,                  1.342,                 1.4866,                 1.5448,              0.0002188,              0.0002188,              0.0002188
                    497,                0.49701,                0.24213,                 0.8224,                0.78365,                0.59853,                0.67764,                0.43029,                 1.3422,                 1.4869,                 1.5453,               0.000199,               0.000199,               0.000199
                    498,                0.48805,                0.23761,                0.82275,                0.78103,                0.59896,                0.67751,                0.43019,                 1.3425,                 1.4875,                  1.546,              0.0001792,              0.0001792,              0.0001792
                    499,                0.49606,                 0.2403,                0.82599,                0.78005,                 0.5997,                0.67706,                   0.43,                 1.3431,                 1.4884,                  1.547,              0.0001594,              0.0001594,              0.0001594
                    500,                0.49633,                0.24105,                0.82467,                0.78053,                0.59987,                0.67705,                0.42958,                 1.3433,                 1.4882,                 1.5479,              0.0001396,              0.0001396,              0.0001396
