               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 764,             0.04041,            0.039895,          0.00033515,             0.78609,             0.61846,             0.67085,             0.39661,            0.048532,            0.077991,            0.005008,            0.003133,            0.003133,            0.003133
                 765,             0.04087,            0.040493,          0.00033632,             0.78714,             0.61914,              0.6712,             0.39669,            0.048534,            0.077994,            0.005007,            0.003124,            0.003124,            0.003124
                 766,            0.041291,            0.040488,          0.00036111,              0.7873,             0.61914,             0.67083,             0.39663,            0.048536,            0.078014,            0.005006,            0.003115,            0.003115,            0.003115
                 767,            0.040844,            0.040071,          0.00034021,             0.78745,             0.61933,              0.6709,             0.39647,            0.048538,            0.078034,            0.005009,            0.003106,            0.003106,            0.003106
                 768,             0.04004,            0.040398,          0.00032715,             0.78713,             0.61947,             0.67074,              0.3966,             0.04854,            0.078038,           0.0050115,            0.003097,            0.003097,            0.003097
                 769,            0.040642,            0.039028,          0.00034072,             0.78795,             0.61908,             0.67059,             0.39667,            0.048541,            0.078066,           0.0050102,            0.003088,            0.003088,            0.003088
                 770,            0.040216,            0.040682,          0.00037475,             0.78774,             0.61916,             0.67071,             0.39666,            0.048542,            0.078082,           0.0050156,            0.003079,            0.003079,            0.003079
                 771,             0.04044,             0.04052,          0.00036877,             0.78756,             0.62023,             0.67101,             0.39653,            0.048541,            0.078079,           0.0050182,             0.00307,             0.00307,             0.00307
                 772,            0.040852,            0.040664,          0.00036306,             0.78719,             0.62057,             0.67096,             0.39649,            0.048541,            0.078081,           0.0050253,            0.003061,            0.003061,            0.003061
                 773,            0.040619,            0.039916,          0.00039797,             0.78527,             0.62097,             0.67095,             0.39657,            0.048544,             0.07811,           0.0050291,            0.003052,            0.003052,            0.003052
                 774,            0.039824,            0.039926,           0.0003622,              0.7849,             0.62062,             0.67057,             0.39636,            0.048546,            0.078142,           0.0050328,            0.003043,            0.003043,            0.003043
                 775,            0.040406,            0.040492,          0.00038717,             0.78618,             0.62008,             0.67045,             0.39632,            0.048551,            0.078179,           0.0050381,            0.003034,            0.003034,            0.003034
                 776,            0.040081,            0.040629,          0.00035391,             0.78616,             0.61939,             0.67035,             0.39604,            0.048554,            0.078187,           0.0050402,            0.003025,            0.003025,            0.003025
                 777,            0.039252,             0.04035,          0.00037303,             0.78617,             0.61955,             0.67013,              0.3957,            0.048556,            0.078197,            0.005041,            0.003016,            0.003016,            0.003016
                 778,            0.040559,            0.040262,          0.00035246,             0.78559,             0.62031,             0.67018,             0.39587,            0.048559,            0.078233,           0.0050448,            0.003007,            0.003007,            0.003007
                 779,            0.040629,            0.039708,          0.00033829,             0.78562,              0.6204,             0.67006,             0.39573,            0.048562,            0.078248,           0.0050445,            0.002998,            0.002998,            0.002998
                 780,            0.040182,            0.040805,           0.0003501,             0.78535,             0.61952,             0.66973,             0.39563,            0.048564,            0.078267,           0.0050473,            0.002989,            0.002989,            0.002989
                 781,            0.039912,             0.04032,          0.00031999,             0.78629,             0.61984,             0.66989,             0.39574,            0.048564,            0.078293,           0.0050447,             0.00298,             0.00298,             0.00298
                 782,            0.039784,            0.039571,          0.00032434,             0.78999,             0.61821,             0.67012,             0.39574,             0.04857,            0.078316,            0.005044,            0.002971,            0.002971,            0.002971
                 783,            0.039964,            0.039993,          0.00035422,             0.78942,              0.6189,             0.66989,             0.39557,            0.048573,            0.078341,           0.0050432,            0.002962,            0.002962,            0.002962
                 784,            0.040186,            0.039804,          0.00034708,             0.78867,             0.61825,             0.66968,             0.39547,            0.048579,            0.078366,           0.0050422,            0.002953,            0.002953,            0.002953
                 785,            0.039976,            0.039947,          0.00033372,              0.7888,             0.61847,             0.66952,             0.39549,            0.048582,            0.078385,           0.0050386,            0.002944,            0.002944,            0.002944
                 786,            0.040574,            0.039402,          0.00037488,             0.78942,             0.61868,             0.66953,             0.39537,            0.048586,            0.078401,           0.0050368,            0.002935,            0.002935,            0.002935
                 787,            0.039873,            0.039548,          0.00035169,             0.78885,              0.6187,             0.66941,             0.39552,            0.048593,            0.078438,           0.0050378,            0.002926,            0.002926,            0.002926
                 788,            0.039898,            0.040176,          0.00035757,             0.78787,             0.61947,             0.66915,             0.39543,            0.048598,            0.078467,           0.0050414,            0.002917,            0.002917,            0.002917
                 789,            0.039862,            0.040127,          0.00035973,             0.78725,             0.61955,             0.66915,             0.39532,            0.048603,             0.07849,            0.005042,            0.002908,            0.002908,            0.002908
                 790,            0.039803,            0.039527,          0.00031155,             0.78721,             0.61962,             0.66915,             0.39515,            0.048608,             0.07853,           0.0050434,            0.002899,            0.002899,            0.002899
                 791,            0.041034,            0.039037,          0.00031758,             0.78693,             0.61954,             0.66905,             0.39501,            0.048614,            0.078548,           0.0050419,             0.00289,             0.00289,             0.00289
                 792,             0.04026,            0.039309,          0.00036321,             0.78652,             0.61961,             0.66893,             0.39501,            0.048617,            0.078571,           0.0050436,            0.002881,            0.002881,            0.002881
                 793,            0.040096,             0.04029,          0.00034946,             0.78632,             0.61986,             0.66887,             0.39513,            0.048621,            0.078601,           0.0050483,            0.002872,            0.002872,            0.002872
                 794,            0.040935,            0.040081,          0.00036722,              0.7831,             0.62043,             0.66867,             0.39506,            0.048621,            0.078615,           0.0050504,            0.002863,            0.002863,            0.002863
                 795,            0.040283,            0.040473,          0.00037955,             0.78194,              0.6205,             0.66836,             0.39479,            0.048619,            0.078647,           0.0050544,            0.002854,            0.002854,            0.002854
                 796,            0.040062,            0.039517,          0.00037542,             0.78213,             0.62055,             0.66832,             0.39468,            0.048615,            0.078639,           0.0050584,            0.002845,            0.002845,            0.002845
                 797,            0.040124,            0.039497,          0.00038544,             0.78337,             0.62083,             0.66898,             0.39499,            0.048615,            0.078641,           0.0050629,            0.002836,            0.002836,            0.002836
                 798,            0.039643,            0.039275,          0.00036332,             0.78209,             0.62079,             0.66893,             0.39494,            0.048615,            0.078674,           0.0050682,            0.002827,            0.002827,            0.002827
                 799,            0.039597,             0.03962,          0.00033426,             0.78147,             0.62147,             0.66928,             0.39491,            0.048611,            0.078679,           0.0050735,            0.002818,            0.002818,            0.002818
                 800,            0.040765,             0.03969,          0.00034207,             0.78225,             0.62082,             0.66924,             0.39485,            0.048613,            0.078699,            0.005073,            0.002809,            0.002809,            0.002809
                 801,            0.039836,            0.039019,          0.00036544,             0.78362,             0.61953,             0.66924,             0.39478,            0.048611,            0.078725,           0.0050723,              0.0028,              0.0028,              0.0028
                 802,            0.039886,            0.039644,          0.00038277,             0.78032,             0.62134,             0.66913,             0.39454,            0.048614,            0.078748,           0.0050766,            0.002791,            0.002791,            0.002791
                 803,            0.040577,            0.039717,          0.00032842,             0.77956,              0.6217,             0.66924,             0.39453,            0.048616,            0.078763,           0.0050766,            0.002782,            0.002782,            0.002782
                 804,            0.040117,            0.039585,          0.00033345,             0.78187,             0.62132,             0.66948,             0.39467,            0.048618,            0.078786,            0.005074,            0.002773,            0.002773,            0.002773
                 805,            0.039545,            0.040082,          0.00031093,             0.78063,             0.62055,             0.66937,             0.39467,            0.048619,            0.078808,           0.0050756,            0.002764,            0.002764,            0.002764
                 806,            0.039384,            0.038793,          0.00033406,             0.77926,             0.62173,             0.66925,             0.39461,            0.048619,            0.078813,           0.0050734,            0.002755,            0.002755,            0.002755
                 807,            0.039639,            0.039134,          0.00032307,             0.78186,             0.62082,             0.66942,             0.39466,            0.048622,            0.078824,           0.0050698,            0.002746,            0.002746,            0.002746
                 808,            0.039018,            0.039572,          0.00032235,             0.78248,             0.62064,             0.66931,             0.39475,            0.048625,            0.078859,           0.0050685,            0.002737,            0.002737,            0.002737
                 809,            0.039278,            0.039388,           0.0003555,             0.78196,             0.62055,             0.66935,              0.3947,            0.048628,            0.078882,           0.0050637,            0.002728,            0.002728,            0.002728
                 810,            0.039249,            0.040143,          0.00035318,              0.7844,             0.61895,             0.66885,             0.39454,            0.048632,            0.078896,           0.0050608,            0.002719,            0.002719,            0.002719
                 811,            0.039596,            0.039735,          0.00035122,             0.78406,             0.61931,             0.66915,             0.39453,            0.048634,            0.078912,           0.0050602,             0.00271,             0.00271,             0.00271
                 812,            0.039724,            0.038974,          0.00035224,             0.78388,             0.61877,             0.66884,             0.39462,            0.048638,            0.078943,           0.0050611,            0.002701,            0.002701,            0.002701
                 813,            0.040041,            0.038731,          0.00038187,             0.78364,             0.61875,             0.66904,              0.3946,            0.048642,            0.078954,           0.0050672,            0.002692,            0.002692,            0.002692
                 814,            0.038968,            0.038956,          0.00034708,             0.78366,             0.61825,             0.66935,             0.39471,            0.048644,            0.078979,             0.00507,            0.002683,            0.002683,            0.002683
                 815,            0.039182,            0.039589,          0.00032259,             0.78356,             0.61796,             0.66914,             0.39477,            0.048647,            0.078994,           0.0050715,            0.002674,            0.002674,            0.002674
                 816,            0.038982,            0.039106,           0.0003384,             0.77625,             0.62691,             0.66872,              0.3947,            0.048647,            0.079034,           0.0050741,            0.002665,            0.002665,            0.002665
                 817,            0.039673,            0.039008,          0.00034971,              0.7768,             0.62657,             0.66864,             0.39473,            0.048652,            0.079061,           0.0050707,            0.002656,            0.002656,            0.002656
                 818,            0.038933,            0.038876,          0.00031861,             0.77496,             0.62765,             0.66844,             0.39461,            0.048654,              0.0791,           0.0050699,            0.002647,            0.002647,            0.002647
                 819,            0.039978,            0.038788,          0.00030918,             0.77546,             0.62765,             0.66865,              0.3947,            0.048659,            0.079152,           0.0050696,            0.002638,            0.002638,            0.002638
                 820,            0.040033,            0.039636,          0.00031492,             0.77599,             0.62755,             0.66835,             0.39462,            0.048661,             0.07916,           0.0050715,            0.002629,            0.002629,            0.002629
                 821,            0.039566,            0.039517,            0.000326,             0.77614,             0.62756,             0.66836,             0.39467,            0.048667,            0.079202,           0.0050714,             0.00262,             0.00262,             0.00262
                 822,            0.040164,            0.039175,          0.00031622,             0.77595,             0.62748,             0.66833,             0.39471,            0.048672,            0.079227,           0.0050674,            0.002611,            0.002611,            0.002611
                 823,             0.04016,            0.039092,          0.00032395,             0.77637,             0.62815,             0.66873,             0.39465,            0.048671,             0.07925,           0.0050677,            0.002602,            0.002602,            0.002602
                 824,            0.039502,            0.039106,          0.00031485,             0.77697,             0.62769,             0.66849,             0.39472,            0.048669,            0.079268,           0.0050669,            0.002593,            0.002593,            0.002593
                 825,            0.039479,             0.03865,          0.00032238,             0.77633,             0.62796,             0.66874,              0.3949,             0.04867,            0.079292,           0.0050685,            0.002584,            0.002584,            0.002584
                 826,            0.039555,            0.038984,          0.00030135,              0.7772,             0.62754,             0.66875,             0.39483,             0.04867,            0.079316,           0.0050662,            0.002575,            0.002575,            0.002575
                 827,            0.039533,            0.039508,          0.00031485,             0.77808,             0.62705,             0.66884,             0.39477,            0.048671,            0.079336,           0.0050639,            0.002566,            0.002566,            0.002566
                 828,            0.039819,            0.038876,          0.00031628,             0.77876,             0.62666,              0.6688,             0.39504,            0.048671,            0.079358,           0.0050604,            0.002557,            0.002557,            0.002557
                 829,            0.039308,            0.039354,          0.00035202,              0.7789,             0.62662,             0.66873,             0.39509,            0.048669,            0.079372,           0.0050576,            0.002548,            0.002548,            0.002548
                 830,            0.038979,            0.039079,          0.00034204,             0.77352,              0.6298,             0.66848,               0.395,            0.048669,            0.079349,           0.0050576,            0.002539,            0.002539,            0.002539
                 831,            0.039511,            0.038688,          0.00035146,             0.77386,             0.62944,             0.66887,             0.39531,             0.04867,             0.07938,           0.0050544,             0.00253,             0.00253,             0.00253
                 832,            0.039068,            0.038899,          0.00031347,              0.7735,             0.62944,             0.66879,             0.39542,            0.048672,            0.079404,           0.0050528,            0.002521,            0.002521,            0.002521
                 833,            0.039346,            0.039377,          0.00029834,             0.78125,             0.62521,             0.66876,             0.39542,            0.048672,            0.079409,           0.0050563,            0.002512,            0.002512,            0.002512
                 834,            0.039218,            0.039048,          0.00031339,             0.78007,             0.62342,             0.66854,              0.3958,            0.048676,            0.079445,           0.0050556,            0.002503,            0.002503,            0.002503
                 835,            0.039292,            0.038348,          0.00031844,             0.77074,             0.63019,             0.66875,             0.39582,            0.048678,            0.079503,           0.0050526,            0.002494,            0.002494,            0.002494
                 836,            0.039231,            0.038202,          0.00030605,             0.77157,             0.62872,             0.66839,             0.39581,            0.048683,            0.079502,           0.0050524,            0.002485,            0.002485,            0.002485
                 837,            0.039306,            0.037993,          0.00030123,              0.7709,             0.62901,              0.6684,             0.39598,            0.048687,            0.079541,           0.0050547,            0.002476,            0.002476,            0.002476
                 838,            0.038967,            0.038315,          0.00031435,             0.77045,             0.62922,             0.66835,              0.3959,            0.048689,            0.079565,            0.005055,            0.002467,            0.002467,            0.002467
                 839,            0.039342,             0.03903,          0.00036154,             0.77214,             0.62909,             0.66831,             0.39591,            0.048692,            0.079589,           0.0050559,            0.002458,            0.002458,            0.002458
                 840,            0.038998,            0.038916,          0.00036158,              0.7729,             0.62758,             0.66815,             0.39625,            0.048696,            0.079613,           0.0050562,            0.002449,            0.002449,            0.002449
                 841,            0.039269,            0.038903,           0.0003616,             0.77313,              0.6273,             0.66765,             0.39582,            0.048697,             0.07965,           0.0050584,             0.00244,             0.00244,             0.00244
                 842,            0.039239,            0.038588,          0.00030401,             0.77256,             0.62725,             0.66743,             0.39575,            0.048698,            0.079669,           0.0050569,            0.002431,            0.002431,            0.002431
                 843,            0.039612,            0.038593,           0.0003359,             0.77253,             0.62587,              0.6673,             0.39582,            0.048702,            0.079695,           0.0050574,            0.002422,            0.002422,            0.002422
                 844,            0.039638,            0.039066,          0.00032364,              0.7724,             0.62508,             0.66717,               0.396,            0.048705,            0.079706,            0.005062,            0.002413,            0.002413,            0.002413
                 845,             0.03954,            0.039856,           0.0003615,             0.77517,             0.62235,             0.66692,             0.39563,            0.048706,            0.079737,            0.005065,            0.002404,            0.002404,            0.002404
                 846,            0.038773,            0.038241,          0.00032526,             0.77473,              0.6221,             0.66681,             0.39522,            0.048708,            0.079766,           0.0050702,            0.002395,            0.002395,            0.002395
                 847,            0.039852,            0.038019,          0.00034488,             0.77649,             0.62203,             0.66675,             0.39484,            0.048709,            0.079824,           0.0050747,            0.002386,            0.002386,            0.002386
                 848,            0.039522,            0.039115,          0.00037958,             0.77548,               0.622,              0.6668,             0.39465,            0.048711,            0.079837,           0.0050781,            0.002377,            0.002377,            0.002377
                 849,            0.040222,            0.038587,          0.00037846,              0.7753,             0.62157,              0.6668,              0.3948,            0.048712,            0.079855,           0.0050777,            0.002368,            0.002368,            0.002368
                 850,            0.039276,            0.039088,          0.00038638,             0.77564,             0.62175,             0.66665,             0.39478,            0.048712,            0.079886,           0.0050777,            0.002359,            0.002359,            0.002359
                 851,            0.040228,            0.038967,          0.00046566,             0.77539,             0.62195,             0.66622,             0.39465,            0.048706,            0.079902,           0.0050797,             0.00235,             0.00235,             0.00235
                 852,            0.039361,            0.038908,          0.00041883,             0.77429,             0.62183,             0.66588,              0.3944,            0.048708,            0.079895,           0.0050811,            0.002341,            0.002341,            0.002341
                 853,            0.038744,             0.03854,          0.00030016,              0.7735,             0.62276,             0.66589,             0.39434,            0.048708,            0.079905,           0.0050809,            0.002332,            0.002332,            0.002332
                 854,             0.03879,            0.038369,          0.00032682,             0.77374,             0.62441,             0.66628,             0.39448,            0.048711,             0.07993,           0.0050808,            0.002323,            0.002323,            0.002323
                 855,            0.038715,            0.038352,          0.00033528,             0.77478,              0.6234,             0.66623,             0.39453,            0.048712,            0.079962,           0.0050806,            0.002314,            0.002314,            0.002314
                 856,            0.039058,            0.038562,          0.00032078,             0.77314,              0.6254,             0.66639,              0.3943,            0.048717,            0.079994,           0.0050774,            0.002305,            0.002305,            0.002305
                 857,            0.039368,            0.038946,          0.00032228,             0.77319,             0.62631,             0.66692,             0.39487,            0.048717,            0.080008,           0.0050737,            0.002296,            0.002296,            0.002296
                 858,            0.039614,            0.038948,          0.00033487,             0.77265,             0.62492,             0.66657,             0.39476,            0.048722,            0.080053,           0.0050748,            0.002287,            0.002287,            0.002287
                 859,            0.039445,            0.038004,          0.00036484,              0.7756,             0.62488,             0.66679,             0.39487,            0.048729,            0.080071,           0.0050725,            0.002278,            0.002278,            0.002278
                 860,            0.039488,            0.038607,          0.00036546,             0.77334,             0.62413,             0.66652,             0.39495,            0.048732,            0.080074,           0.0050688,            0.002269,            0.002269,            0.002269
                 861,            0.040026,            0.038371,           0.0004048,             0.77234,             0.62494,             0.66665,             0.39492,            0.048738,            0.080113,           0.0050672,             0.00226,             0.00226,             0.00226
                 862,            0.040652,             0.03943,          0.00053373,             0.77257,             0.62716,             0.66685,             0.39491,            0.048739,            0.080133,           0.0050677,            0.002251,            0.002251,            0.002251
                 863,            0.040306,            0.038582,          0.00042783,               0.773,             0.62711,             0.66665,             0.39499,            0.048739,             0.08015,           0.0050644,            0.002242,            0.002242,            0.002242
                 864,            0.039281,            0.039021,          0.00041134,             0.77231,             0.62691,             0.66676,             0.39492,            0.048736,            0.080187,           0.0050605,            0.002233,            0.002233,            0.002233
                 865,            0.040043,            0.038867,           0.0004358,             0.77306,              0.6275,             0.66666,             0.39497,            0.048736,            0.080189,           0.0050604,            0.002224,            0.002224,            0.002224
                 866,             0.04037,            0.039237,          0.00049248,             0.77258,             0.62737,             0.66676,             0.39506,            0.048734,              0.0802,            0.005061,            0.002215,            0.002215,            0.002215
                 867,            0.039177,            0.038586,           0.0004009,             0.77286,             0.62747,             0.66679,             0.39508,            0.048731,            0.080205,           0.0050631,            0.002206,            0.002206,            0.002206
                 868,            0.039236,            0.039392,          0.00037086,             0.77319,             0.62748,             0.66692,             0.39497,            0.048733,            0.080237,           0.0050657,            0.002197,            0.002197,            0.002197
                 869,            0.038875,            0.038509,          0.00039169,             0.77563,             0.62626,             0.66669,             0.39507,            0.048735,             0.08025,           0.0050659,            0.002188,            0.002188,            0.002188
                 870,            0.040815,            0.039633,          0.00042774,              0.7754,             0.62659,             0.66691,             0.39517,             0.04874,            0.080262,           0.0050699,            0.002179,            0.002179,            0.002179
                 871,            0.039291,            0.038536,          0.00042169,             0.77556,             0.62639,              0.6667,             0.39493,             0.04874,            0.080306,           0.0050702,             0.00217,             0.00217,             0.00217
                 872,            0.038999,            0.038779,          0.00035635,             0.77604,             0.62575,             0.66639,             0.39476,            0.048741,            0.080278,           0.0050708,            0.002161,            0.002161,            0.002161
                 873,            0.039269,            0.038765,          0.00040435,              0.7761,             0.62614,             0.66645,             0.39475,            0.048743,            0.080284,            0.005076,            0.002152,            0.002152,            0.002152
                 874,            0.039458,            0.038834,          0.00040303,             0.77604,             0.62614,             0.66647,             0.39477,            0.048744,            0.080288,           0.0050753,            0.002143,            0.002143,            0.002143
                 875,             0.03986,            0.038961,          0.00041297,             0.77488,             0.62666,             0.66634,              0.3946,            0.048747,            0.080324,           0.0050804,            0.002134,            0.002134,            0.002134
                 876,            0.039572,            0.038668,          0.00040528,             0.77477,             0.62667,             0.66633,             0.39444,            0.048748,             0.08034,           0.0050829,            0.002125,            0.002125,            0.002125
                 877,            0.040006,            0.039221,          0.00039101,             0.77547,             0.62586,             0.66631,             0.39465,             0.04875,            0.080362,           0.0050869,            0.002116,            0.002116,            0.002116
                 878,            0.039678,            0.039039,          0.00041098,             0.77267,              0.6271,             0.66631,              0.3946,            0.048759,            0.080396,           0.0050889,            0.002107,            0.002107,            0.002107
                 879,            0.039864,            0.038952,          0.00048179,             0.77392,             0.62598,             0.66633,              0.3945,            0.048768,            0.080436,           0.0050925,            0.002098,            0.002098,            0.002098
                 880,             0.04067,             0.03872,          0.00053384,             0.77305,              0.6255,             0.66606,             0.39425,             0.04878,             0.08046,           0.0050937,            0.002089,            0.002089,            0.002089
                 881,            0.041071,            0.039076,          0.00053954,             0.77345,             0.62601,             0.66597,             0.39433,            0.048791,            0.080486,           0.0050917,             0.00208,             0.00208,             0.00208
                 882,            0.041257,              0.0397,          0.00052643,             0.77341,             0.62562,             0.66571,             0.39423,            0.048801,            0.080498,           0.0050904,            0.002071,            0.002071,            0.002071
                 883,            0.040787,            0.040596,          0.00048411,             0.77281,             0.62437,             0.66528,             0.39407,            0.048809,            0.080552,           0.0050867,            0.002062,            0.002062,            0.002062
                 884,            0.043322,            0.041573,           0.0006614,             0.77347,             0.62348,             0.66501,             0.39402,            0.048814,            0.080575,           0.0050843,            0.002053,            0.002053,            0.002053
                 885,            0.042235,            0.041039,          0.00066216,             0.77334,             0.62429,             0.66523,             0.39401,            0.048811,            0.080567,           0.0050784,            0.002044,            0.002044,            0.002044
                 886,            0.041091,            0.040042,          0.00055748,             0.77369,             0.62424,             0.66545,             0.39402,            0.048814,            0.080591,           0.0050728,            0.002035,            0.002035,            0.002035
                 887,            0.040802,             0.03917,           0.0005443,             0.77466,             0.62321,             0.66548,             0.39423,            0.048814,            0.080605,           0.0050695,            0.002026,            0.002026,            0.002026
                 888,            0.040876,             0.03917,          0.00051806,              0.7752,             0.62381,             0.66549,             0.39419,            0.048813,            0.080624,           0.0050657,            0.002017,            0.002017,            0.002017
                 889,            0.041042,            0.038677,          0.00051603,             0.77489,             0.62407,             0.66574,             0.39418,            0.048812,            0.080618,           0.0050623,            0.002008,            0.002008,            0.002008
                 890,            0.040578,            0.039895,          0.00047714,             0.77477,             0.62434,             0.66522,             0.39432,             0.04881,            0.080637,            0.005061,            0.001999,            0.001999,            0.001999
                 891,            0.040229,             0.03879,          0.00051993,             0.77543,             0.62452,              0.6653,             0.39414,             0.04881,            0.080667,           0.0050581,             0.00199,             0.00199,             0.00199
                 892,            0.038954,             0.03872,          0.00043017,             0.77412,             0.62414,              0.6652,             0.39432,            0.048811,            0.080681,           0.0050579,            0.001981,            0.001981,            0.001981
                 893,            0.038705,            0.038306,          0.00039971,             0.77463,              0.6239,             0.66512,             0.39408,            0.048812,            0.080713,           0.0050571,            0.001972,            0.001972,            0.001972
                 894,            0.038692,             0.03832,          0.00040778,             0.77727,             0.62219,             0.66556,             0.39426,             0.04881,            0.080741,           0.0050549,            0.001963,            0.001963,            0.001963
                 895,            0.038435,            0.037503,          0.00041559,             0.77853,             0.62179,             0.66587,             0.39419,            0.048812,            0.080741,           0.0050527,            0.001954,            0.001954,            0.001954
                 896,            0.038864,            0.038353,          0.00034934,             0.77699,             0.62231,             0.66595,             0.39447,            0.048813,            0.080774,           0.0050503,            0.001945,            0.001945,            0.001945
                 897,            0.039028,            0.037587,          0.00042605,             0.77867,             0.62069,             0.66615,             0.39425,            0.048818,            0.080786,           0.0050524,            0.001936,            0.001936,            0.001936
                 898,            0.038576,            0.038341,          0.00037746,             0.77944,             0.62069,             0.66617,             0.39399,            0.048821,            0.080819,           0.0050525,            0.001927,            0.001927,            0.001927
                 899,            0.039864,            0.038773,          0.00046228,             0.77938,             0.62077,             0.66596,             0.39419,            0.048827,            0.080858,           0.0050522,            0.001918,            0.001918,            0.001918
                 900,             0.03881,            0.037735,          0.00042685,             0.77964,             0.62101,             0.66612,              0.3941,            0.048834,            0.080902,           0.0050529,            0.001909,            0.001909,            0.001909
                 901,            0.039307,            0.039056,          0.00042246,             0.77758,             0.62172,             0.66595,             0.39428,             0.04884,            0.080916,           0.0050561,              0.0019,              0.0019,              0.0019
                 902,            0.041795,            0.039527,           0.0006514,             0.77928,             0.62078,             0.66564,             0.39418,            0.048845,            0.080953,           0.0050548,            0.001891,            0.001891,            0.001891
                 903,            0.040749,            0.038483,          0.00049499,             0.78012,             0.62094,             0.66587,             0.39427,            0.048845,            0.080952,           0.0050514,            0.001882,            0.001882,            0.001882
                 904,            0.039854,            0.039147,          0.00047994,             0.77947,             0.62121,             0.66582,             0.39441,            0.048845,            0.080976,           0.0050533,            0.001873,            0.001873,            0.001873
                 905,            0.041607,            0.040469,          0.00053328,             0.78031,             0.62119,             0.66586,             0.39439,            0.048843,            0.080976,           0.0050467,            0.001864,            0.001864,            0.001864
                 906,            0.041627,            0.039794,          0.00063149,             0.77948,             0.62119,             0.66598,             0.39439,            0.048838,             0.08097,           0.0050462,            0.001855,            0.001855,            0.001855
                 907,             0.04166,            0.039295,           0.0005624,             0.77593,             0.62279,             0.66571,             0.39437,            0.048838,            0.080972,           0.0050431,            0.001846,            0.001846,            0.001846
                 908,             0.04185,            0.039794,          0.00061304,             0.77599,             0.62261,             0.66569,             0.39424,            0.048837,            0.080982,           0.0050423,            0.001837,            0.001837,            0.001837
                 909,            0.040413,            0.040295,          0.00050456,             0.77595,             0.62263,             0.66562,             0.39409,            0.048836,            0.080983,           0.0050417,            0.001828,            0.001828,            0.001828
                 910,             0.03996,            0.038963,          0.00049443,             0.78468,             0.61733,             0.66583,             0.39417,            0.048833,            0.081003,           0.0050401,            0.001819,            0.001819,            0.001819
                 911,            0.040286,            0.039437,          0.00048781,             0.77458,             0.62299,             0.66609,              0.3943,            0.048834,            0.081013,           0.0050401,             0.00181,             0.00181,             0.00181
                 912,            0.039625,            0.039042,          0.00048829,             0.77858,               0.622,              0.6661,             0.39424,            0.048836,            0.081025,           0.0050408,            0.001801,            0.001801,            0.001801
                 913,            0.041708,            0.039723,          0.00054967,             0.77906,             0.62184,             0.66591,             0.39424,            0.048836,             0.08104,            0.005038,            0.001792,            0.001792,            0.001792
                 914,            0.040967,            0.038414,          0.00055977,             0.77519,             0.62258,             0.66598,             0.39412,             0.04884,            0.081055,           0.0050323,            0.001783,            0.001783,            0.001783
                 915,            0.040644,            0.039407,          0.00049125,             0.77448,             0.62283,             0.66614,             0.39403,            0.048842,            0.081061,           0.0050288,            0.001774,            0.001774,            0.001774
                 916,             0.04041,            0.038573,          0.00052751,             0.77454,             0.62268,             0.66609,             0.39396,            0.048842,            0.081068,           0.0050258,            0.001765,            0.001765,            0.001765
